L T,R T,L T-1,R T-1,L T-2,R T-2,L T-3,R T-3,L T-4,R T-4,L T-5,R T-5,L T-6,R T-6,L T-7,R T-7,L T-8,R T-8,L T-9,R T-9,class
0.891300311,0.567010594,0.92603145,0.569313804,0.923548145,0.569616222,0.92603145,0.585408151,1,0.567010594,0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,fake
0.92603145,0.569313804,0.923548145,0.569616222,0.92603145,0.585408151,1,0.567010594,0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,fake
0.923548145,0.569616222,0.92603145,0.585408151,1,0.567010594,0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,fake
0.92603145,0.585408151,1,0.567010594,0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,fake
1,0.567010594,0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,fake
0.928947879,0.574315193,0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,fake
0.92603145,0.569616222,0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,fake
0.965146025,0.574315193,0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,fake
0.928947879,0.595657361,0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,fake
0.933638804,0.543323108,0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,fake
0.933638804,0.585205736,0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,fake
0.935553246,0.570675475,0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,fake
0.901316334,0.55215763,0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,fake
0.943954757,0.55215763,0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,fake
0.936102911,0.591760514,0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,fake
0.965380113,0.554700196,0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,fake
0.91444349,0.560100712,0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,fake
0.912722964,0.595911035,0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,fake
0.946864153,0.579287987,0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,fake
0.936553846,0.546316336,0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,fake
0.886601144,0.565685425,0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,fake
0.943286437,0.567278937,0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,fake
0.949493792,0.55396331,0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,fake
0.949493792,0.570826328,0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,fake
0.946309001,0.570574759,0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,fake
0.921777198,0.608079989,0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,fake
0.90821367,0.608426294,0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,fake
0.926021782,0.576764424,0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,fake
0.926021782,0.576764424,0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,fake
0.900263192,0.564173813,0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,fake
0.94902771,0.582425387,0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,fake
0.901044498,0.567397527,0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,fake
0.94902771,0.552116576,0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,fake
0.94902771,0.571636361,0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,fake
0.89874212,0.55985645,0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,fake
0.923429896,0.555351599,0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,fake
0.951952396,0.58517954,0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,fake
0.925096237,0.57312054,0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,fake
0.905662586,0.57423112,0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,fake
0.931954573,0.577112236,0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,fake
0.93260518,0.561545976,0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,fake
0.952819589,0.577112236,0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,fake
0.958697618,0.577112236,0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,fake
0.927119497,0.57423112,0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,fake
0.925096237,0.57312054,0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,fake
0.925096237,0.571636361,0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,fake
0.923429896,0.568481074,0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,fake
0.919350575,0.560923694,0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,fake
0.976086012,0.587269453,0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,fake
0.895957435,0.602978269,0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,fake
0.936553846,0.582861667,0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,fake
0.939906595,0.554700196,0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,fake
0.909311965,0.571273832,0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,fake
0.936102911,0.569151058,0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,fake
0.933638804,0.567732956,0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,fake
0.962494644,0.562794987,0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,fake
0.926727322,0.597127362,0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,fake
0.921954446,0.571771875,0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,fake
0.886514444,0.571771875,0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,fake
0.923548145,0.543994111,0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,fake
0.956465628,0.562557187,0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,fake
0.992537209,0.537867372,0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,fake
0.920133342,0.581712757,0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,fake
0.95592526,0.575543222,0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,fake
0.917267306,0.579870675,0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,fake
0.952398654,0.552268051,0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,fake
0.872965615,0.572290816,0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,fake
0.94848735,0.544650618,0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,fake
0.872965615,0.593802287,0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,fake
0.913215344,0.57312054,0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,fake
0.913215344,0.570214441,0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,fake
0.913215344,0.61697263,0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,fake
0.913215344,0.56445725,0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,fake
0.873077403,0.592464379,0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,fake
0.904988688,0.592464379,0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,fake
0.94751136,0.56136673,0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,fake
0.956047671,0.5876216,0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,fake
0.956047671,0.505816403,0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,fake
0.861280023,0.5876216,0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,fake
0.946593685,0.5876216,1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,fake
1,0.586401033,0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,fake
0.946593685,0.552116576,0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,fake
0.95131488,0.582622984,0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,fake
0.946593685,0.562351595,0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,fake
0.895533471,0.556238896,0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,0.895533471,0.612579423,fake
0.946593685,0.548559414,0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,0.895533471,0.612579423,0.895044676,0.576764424,fake
0.946593685,0.548559414,0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,0.895533471,0.612579423,0.895044676,0.576764424,0.861441494,0.582622984,fake
0.904988688,0.552116576,0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,0.895533471,0.612579423,0.895044676,0.576764424,0.861441494,0.582622984,0.946058996,0.548559414,fake
0.895044676,0.582622984,0.95131488,0.576764424,0.946593685,0.548559414,0.895533471,0.548559414,0.904988688,0.548559414,0.895533471,0.612579423,0.895044676,0.576764424,0.861441494,0.582622984,0.946058996,0.548559414,0.946058996,0.576764424,fake
